date,flight,route,status,verdict,category,csv_airline,csv_class,gmail_status,gmail_cabin,gmail_cost,booking_pnr,email_subject,email_from,email_sent,notes
2020-03-10,UA1421,EWR-TPA,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,220.09 USD,M0DKXM,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1703cbd277ed7cfc"",""eTicket Itinerary and Receipt for Confirmation M0DKXM"")",Receipts@united.com,2020-02-12,M0DKXM CANCELLED Feb 13. Not flown. | M0DKXM BOS-EWR-TPA-BOS Mar 2020 (COVID) — not flown as booked
2020-03-10,UA352,TPA-BOS,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,220.09 USD,M0DKXM,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1703cbd277ed7cfc"",""eTicket Itinerary and Receipt for Confirmation M0DKXM"")",Receipts@united.com,2020-02-12,M0DKXM CANCELLED Feb 13. Not flown. | M0DKXM BOS-EWR-TPA-BOS Mar 2020 (COVID) — not flown as booked
2020-03-15,DL2667,BOS-DTW,CSV_ONLY,KEEP,RECOVERED,Delta,Recliner First,,international_first,202.4 USD,H9ECQY,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/170d28f06903a8bb"",""Your Flight Receipt - ALEXANDER KENNY GUO 15MAR20"")",DeltaAirLines@t.delta.com,2020-03-13,"HAS EMAIL (recoverable): Delta 'Your Flight Receipt - ALEXANDER KENNY GUO 15MAR20' Mar 13 2020. Missed: 'receipt' subject not in clauses. | RECOVERED: 202.4 USD, international_first, PNR H9ECQY (per-person)."
2020-03-21,UA2165,BOS-EWR,GMAIL_ONLY,DELETE,CANCELLED,,,cancelled,economy,1062.0 USD,GNJ6QD,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16fee05f99f9007a"",""eTicket Itinerary and Receipt for Confirmation GNJ6QD"")",Receipts@united.com,2020-01-28,"Already cancelled in DB (cancellation detected) — trip history, never in flown CSV."
2020-03-21,UA1052,EWR-CUN,GMAIL_ONLY,DELETE,CANCELLED,,,cancelled,economy,1062.0 USD,GNJ6QD,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16fee05f99f9007a"",""eTicket Itinerary and Receipt for Confirmation GNJ6QD"")",Receipts@united.com,2020-01-28,"Already cancelled in DB (cancellation detected) — trip history, never in flown CSV."
2020-03-24,4O580,CUN-LIM,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,,20192.0 MXN,D9N89J,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16fef45640d24e2a"",""Fwd: Interjet Itinerario"")",alexanderguo99@gmail.com,2020-01-28,"Interjet D9N89J CANCELLED, refunded to voucher (Apr 3 2020). COVID border closure (Peru). | Interjet CUN-LIM Mar 24 2020 (COVID border closure) — not flown"
2020-03-30,UA887,LIM-EWR,GMAIL_ONLY,DELETE,CANCELLED,,,cancelled,economy,863.98 USD,GN9RP7,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16fee0d3d68e710a"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2020-01-28,"Already cancelled in DB (cancellation detected) — trip history, never in flown CSV."
2020-03-30,UA2136,EWR-BOS,GMAIL_ONLY,DELETE,CANCELLED,,,cancelled,economy,863.98 USD,GN9RP7,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16fee0d3d68e710a"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2020-01-28,"Already cancelled in DB (cancellation detected) — trip history, never in flown CSV."
2020-05-19,UA2394,BOS-EWR,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,650.7 USD,EENYJY,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/170bb7dec21380d4"",""eTicket Itinerary and Receipt for Confirmation EENYJY"")",Receipts@united.com,2020-03-08,EENYJY CANCELLED Apr 24 2020 (COVID). HK trip not flown. | EENYJY EWR-HKG May 2020 (COVID) — not flown
2020-05-19,UA179,EWR-HKG,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,650.7 USD,EENYJY,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/170bb7dec21380d4"",""eTicket Itinerary and Receipt for Confirmation EENYJY"")",Receipts@united.com,2020-03-08,EENYJY CANCELLED Apr 24 2020. EWR-HKG not flown. | EENYJY EWR-HKG May 2020 (COVID) — not flown
2020-05-20,UA3501,DTW-EWR,MATCHED,KEEP,,United,Recliner First,scheduled,recliner_first,435.6 USD,BMECCP,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17210e12cada59ab"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2020-05-13,
2020-05-20,UA3418,EWR-BOS,MATCHED,KEEP,,United,Recliner First,scheduled,recliner_first,435.6 USD,BMECCP,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17210e12cada59ab"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2020-05-13,
2020-05-21,UA3412,BOS-ORD,MATCHED,KEEP,,United,Economy,scheduled,economy,297.6 USD,BMGLJ7,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17210efa065ad3cc"",""Your United reservation for Los Angeles, CA, US (LAX) is processing"")",unitedairlines@united.com,2020-05-13,
2020-05-21,UA1434,ORD-LAX,MATCHED,KEEP,,United,Recliner First,scheduled,economy,297.6 USD,BMGLJ7,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17210efa065ad3cc"",""Your United reservation for Los Angeles, CA, US (LAX) is processing"")",unitedairlines@united.com,2020-05-13,
2020-07-05,UA2304,LAX-EWR,MATCHED,KEEP,,United,Lie-flat Business,scheduled,lie_flat_business,511.6 USD,MRXLG6,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/172a65bee6b0e516"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2020-06-11,
2020-07-05,UA3423,EWR-BOS,MATCHED,KEEP,,United,Recliner First,scheduled,recliner_first,511.6 USD,MRXLG6,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/172a65bee6b0e516"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2020-06-11,
2020-08-23,UA647,BOS-DEN,MATCHED,KEEP,,United,Recliner First,scheduled,economy,492.7 USD,LGTNG2,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/173fae12db59d5a2"",""Your United reservation for Anchorage, AK, US (ANC) is processing"")",unitedairlines@united.com,2020-08-17,
2020-08-23,UA2451,DEN-ANC,MATCHED,KEEP,,United,Economy,scheduled,economy,492.7 USD,LGTNG2,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/173fae12db59d5a2"",""Your United reservation for Anchorage, AK, US (ANC) is processing"")",unitedairlines@united.com,2020-08-17,
2020-08-27,UA1104,ANC-DEN,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,492.7 USD,LGTNG2,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/173fae12db59d5a2"",""Your United reservation for Anchorage, AK, US (ANC) is processing"")",unitedairlines@united.com,2020-08-17,"Duplicate/superseded: you flew UA1104 ANC-DEN on 2020-08-28 (in CSV, 1d away). This booking version not flown — DELETE."
2020-08-27,UA260,DEN-BOS,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,492.7 USD,LGTNG2,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/173fae12db59d5a2"",""Your United reservation for Anchorage, AK, US (ANC) is processing"")",unitedairlines@united.com,2020-08-17,"Duplicate/superseded: you flew UA217 DEN-BOS on 2020-08-29 (in CSV, 2d away). This booking version not flown — DELETE."
2020-08-28,UA260,DEN-BOS,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,492.7 USD,LGTNG2,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/173fae12db59d5a2"",""Your United reservation for Anchorage, AK, US (ANC) is processing"")",unitedairlines@united.com,2020-08-17,"Duplicate/superseded: you flew UA217 DEN-BOS on 2020-08-29 (in CSV, 1d away). This booking version not flown — DELETE."
2020-08-28,UA1104,ANC-DEN,MATCHED,KEEP,,United,Economy,scheduled,economy,492.7 USD,LGTNG2,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/173fae12db59d5a2"",""Your United reservation for Anchorage, AK, US (ANC) is processing"")",unitedairlines@united.com,2020-08-17,
2020-08-29,UA1104,ANC-DEN,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,,LGTNG2,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17421df321c84a28"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2020-08-24,"Duplicate/superseded: you flew UA1104 ANC-DEN on 2020-08-28 (in CSV, 1d away). This booking version not flown — DELETE."
2020-08-29,UA260,DEN-BOS,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,,LGTNG2,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17421df321c84a28"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2020-08-24,"Duplicate/superseded: you flew UA217 DEN-BOS on 2020-08-29 (in CSV, 0d away). This booking version not flown — DELETE."
2020-08-29,UA217,DEN-BOS,MATCHED,KEEP,,United,Economy,scheduled,,492.7 USD,LGTNG2,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/174562369b91375b"",""eTicket Itinerary and Receipt for Confirmation LGTNG2"")",Receipts@united.com,2020-09-03,
2020-10-12,UA531,BOS-SFO,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,75.0 USD,CEYYDW,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/174b398c1e6b83c1"",""Your United reservation for San Francisco, CA, US (SFO) is processing"")",unitedairlines@united.com,2020-09-21,"Duplicate/superseded: you flew UA531 BOS-SFO on 2020-10-14 (in CSV, 2d away). This booking version not flown — DELETE."
2020-10-13,UA720,SFO-DEN,GMAIL_ONLY,DELETE,CANCELLED,,,cancelled,economy,271.1 USD,CEZB3C,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/174b3a57d2ac2db2"",""eTicket Itinerary and Receipt for Confirmation CEZB3C"")",Receipts@united.com,2020-09-21,"Already cancelled in DB (cancellation detected) — trip history, never in flown CSV."
2020-10-14,UA764,DEN-BOS,GMAIL_ONLY,DELETE,CANCELLED,,,cancelled,economy,271.1 USD,CEZB3C,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/174b3a57d2ac2db2"",""eTicket Itinerary and Receipt for Confirmation CEZB3C"")",Receipts@united.com,2020-09-21,"Already cancelled in DB (cancellation detected) — trip history, never in flown CSV."
2020-10-14,UA511,BOS-IAD,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,4.5 USD,CEYYDW,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/174627ea196af5f1"",""Your United reservation for San Francisco, CA, US (SFO) is processing"")",unitedairlines@united.com,2020-09-06,CEYYDW re-ticketed; flew BOS-SFO direct (UA531) instead of via IAD. Silent. | Oct 2020 reservation — superseded
2020-10-14,UA575,BOS-SFO,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,94.1 USD,CEYYDW,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1744cf0029e1681d"",""Your United reservation for San Francisco, CA, US (SFO) is processing"")",unitedairlines@united.com,2020-09-01,"Duplicate/superseded: you flew UA531 BOS-SFO on 2020-10-14 (in CSV, 0d away). This booking version not flown — DELETE."
2020-10-14,UA2435,IAD-SFO,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,4.5 USD,CEYYDW,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/174627ea196af5f1"",""Your United reservation for San Francisco, CA, US (SFO) is processing"")",unitedairlines@united.com,2020-09-06,CEYYDW re-ticketed; flew UA531 BOS-SFO + SFO-ORD-BOS instead. Silent. | Oct 2020 reservation — superseded
2020-10-14,UA531,BOS-SFO,MATCHED,KEEP,,United,Economy,scheduled,economy,94.1 USD,CEYYDW,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1746771a744f52d5"",""eTicket Itinerary and Receipt for Confirmation CEYYDW"")",Receipts@united.com,2020-09-07,
2020-10-15,UA720,SFO-DEN,GMAIL_ONLY,DELETE,CANCELLED,,,cancelled,economy,271.1 USD,CEZB3C,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/174b3a57d2ac2db2"",""eTicket Itinerary and Receipt for Confirmation CEZB3C"")",Receipts@united.com,2020-09-21,"Already cancelled in DB (cancellation detected) — trip history, never in flown CSV."
2020-10-15,UA764,DEN-BOS,GMAIL_ONLY,DELETE,CANCELLED,,,cancelled,economy,271.1 USD,CEZB3C,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/174b3a57d2ac2db2"",""eTicket Itinerary and Receipt for Confirmation CEZB3C"")",Receipts@united.com,2020-09-21,"Already cancelled in DB (cancellation detected) — trip history, never in flown CSV."
2020-10-15,UA2356,SFO-ORD,MATCHED,KEEP,,United,Economy,scheduled,economy,176.2 USD,CEZB3C,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/174c25d0d2d5457b"",""eTicket Itinerary and Receipt for Confirmation CEZB3C"")",Receipts@united.com,2020-09-24,
2020-10-16,UA1666,SFO-BOS,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,94.1 USD,CEZB3C,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1744cf220336d61d"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2020-09-01,CEZB3C reservation CANCELLED Sep 24 2020. | Oct 2020 reservation — superseded
2020-10-17,UA664,ORD-BOS,MATCHED,KEEP,,United,Economy,scheduled,economy,176.2 USD,CEZB3C,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/174c25d0d2d5457b"",""eTicket Itinerary and Receipt for Confirmation CEZB3C"")",Receipts@united.com,2020-09-24,
2020-11-23,UA774,BOS-ORD,MATCHED,KEEP,,United,Economy,scheduled,economy,313.4 USD,D5DEFF,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/174ef89b08622c69"",""eTicket Itinerary and Receipt for Confirmation D5DEFF"")",Receipts@united.com,2020-10-03,
2020-11-23,UA219,ORD-HNL,MATCHED,KEEP,,United,Lie-flat Business,scheduled,economy,313.4 USD,D5DEFF,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/174ef89b08622c69"",""eTicket Itinerary and Receipt for Confirmation D5DEFF"")",Receipts@united.com,2020-10-03,
2020-11-30,UA252,HNL-IAH,MATCHED,KEEP,,United,Economy,scheduled,economy,258.5 USD,D5F5PT,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/175a66f08323e94d"",""eTicket Itinerary and Receipt for Confirmation D5F5PT"")",Receipts@united.com,2020-11-07,
2020-12-01,UA2426,IAH-BOS,MATCHED,KEEP,,United,Economy,scheduled,economy,258.5 USD,D5F5PT,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/175a66f08323e94d"",""eTicket Itinerary and Receipt for Confirmation D5F5PT"")",Receipts@united.com,2020-11-07,
2020-12-02,UA383,HNL-DEN,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,,D5F5PT,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1757ef63739a9277"",""Schedule change for reservation D5F5PT"")",notifications@united.com,2020-10-31,D5F5PT schedule-change version (HNL-DEN-BOS); flew HNL-IAH-BOS (UA252/UA2426) Nov 30 instead. | D5F5PT schedule-change (HNL-DEN-BOS) — not flown as booked
2020-12-02,UA534,HNL-LAX,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,152.3 USD,D5F5PT,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/174ef909cb4c0601"",""eTicket Itinerary and Receipt for Confirmation D5F5PT"")",Receipts@united.com,2020-10-03,D5F5PT version (HNL-LAX-SFO); superseded by HNL-IAH-BOS (UA252/UA2426). | D5F5PT HNL-LAX-SFO Dec 2020 — superseded
2020-12-02,UA501,LAX-SFO,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,152.3 USD,D5F5PT,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/174ef909cb4c0601"",""eTicket Itinerary and Receipt for Confirmation D5F5PT"")",Receipts@united.com,2020-10-03,D5F5PT version (LAX-SFO); superseded. Not flown. | D5F5PT HNL-LAX-SFO Dec 2020 — superseded
2020-12-02,UA385,DEN-BOS,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,,D5F5PT,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1757ef63739a9277"",""Schedule change for reservation D5F5PT"")",notifications@united.com,2020-10-31,D5F5PT schedule-change version; superseded. Flew UA252/UA2426. | D5F5PT schedule-change (HNL-DEN-BOS) — not flown as booked
2020-12-02,UA869,SFO-HKG,GMAIL_ONLY,DELETE,CANCELLED,,,cancelled,economy,2588.1 USD,DJHRBN,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/174ec1345ddbe363"",""Your United reservation for Shanghai (PVG) is processing"")",unitedairlines@united.com,2020-10-02,"Already cancelled in DB (cancellation detected) — trip history, never in flown CSV."
2020-12-04,HX236,HKG-PVG,GMAIL_ONLY,DELETE,CANCELLED,,,cancelled,economy,2588.1 USD,DJHRBN,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/174ec1345ddbe363"",""Your United reservation for Shanghai (PVG) is processing"")",unitedairlines@united.com,2020-10-02,"Already cancelled in DB (cancellation detected) — trip history, never in flown CSV."
2020-12-18,UA572,BOS-EWR,MATCHED,KEEP,,United,Recliner First,scheduled,recliner_first,197.1 USD,MECJ2W,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17657f1fe6111590"",""Your United reservation for New York/Newark, NJ, US (EWR) is processing"")",unitedairlines@united.com,2020-12-12,
2020-12-19,UA1562,EWR-SKB,MATCHED,KEEP,,United,Economy,scheduled,economy,170.1 USD,ME6PBB,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17657ee2eddca886"",""Your United reservation for St. Kitts, KN (SKB) is processing"")",unitedairlines@united.com,2020-12-12,
2021-01-16,UA815,SKB-EWR,MATCHED,KEEP,,United,Recliner First,scheduled,,481.85 USD,DEWW0C,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1769587a48c06f97"",""eTicket Itinerary and Receipt for Confirmation DEWW0C"")",Receipts@united.com,2020-12-24,
2021-01-17,UA2411,EWR-BOS,MATCHED,KEEP,,United,Recliner First,scheduled,recliner_first,197.1 USD,DF97S4,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17695ccfa3fa1059"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2020-12-24,
2021-03-12,B6261,BOS-SJU,MATCHED,KEEP,,JetBlue,Economy,scheduled,economy,283.4 USD,XHUOUO,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/177ccf41d20f3936"",""JetBlue booking confirmation for ALEXANDER KENNY  GUO  - XHUOUO"")",jetblueairways@email.jetblue.com,2021-02-22,
2021-03-15,B6262,SJU-BOS,MATCHED,KEEP,,JetBlue,Economy,scheduled,economy,283.4 USD,XHUOUO,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/177ccf41d20f3936"",""JetBlue booking confirmation for ALEXANDER KENNY  GUO  - XHUOUO"")",jetblueairways@email.jetblue.com,2021-02-22,
2021-04-27,B6807,BOS-STT,MATCHED,KEEP,,JetBlue,Economy,scheduled,economy,,YTQFJH,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/178c047412a172cd"",""JetBlue booking confirmation for ALEXANDER KENNY  GUO  - YTQFJH"")",jetblueairways@email.jetblue.com,2021-04-11,
2021-04-29,UA1784,STT-EWR,MATCHED,KEEP,,United,Economy,scheduled,economy,196.8 USD,C1YCP4,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/178746a43906b4bd"",""Your United reservation for New York/Newark, NJ, US (EWR) is processing"")",unitedairlines@united.com,2021-03-27,
2021-04-30,UA3552,BOS-EWR,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,196.8 USD,C1YCP4,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/178746a43906b4bd"",""Your United reservation for New York/Newark, NJ, US (EWR) is processing"")",unitedairlines@united.com,2021-03-27,C1YCP4 re-ticketed; flew St Thomas/Utah trips instead. Silent. | Apr/May 2021 reservation — superseded
2021-05-04,UA235,EWR-BOS,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,196.8 USD,C1YCP4,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/178746a43906b4bd"",""Your United reservation for New York/Newark, NJ, US (EWR) is processing"")",unitedairlines@united.com,2021-03-27,C1YCP4 re-ticketed; EWR-BOS not flown as booked. Silent. | Apr/May 2021 reservation — superseded
2021-05-04,UA473,LGA-DEN,MATCHED,KEEP,,United,Economy,scheduled,economy,196.8 USD,C1YCP4,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/178746a43906b4bd"",""Your United reservation for New York/Newark, NJ, US (EWR) is processing"")",unitedairlines@united.com,2021-03-27,
2021-05-04,UA5168,DEN-SGU,MATCHED,KEEP,,United,Economy,scheduled,economy,196.8 USD,C1YCP4,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/178746a43906b4bd"",""Your United reservation for New York/Newark, NJ, US (EWR) is processing"")",unitedairlines@united.com,2021-03-27,
2021-05-08,UA5154,SGU-DEN,MATCHED,KEEP,,United,Economy,scheduled,economy,196.8 USD,C1YCP4,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/178746a43906b4bd"",""Your United reservation for New York/Newark, NJ, US (EWR) is processing"")",unitedairlines@united.com,2021-03-27,
2021-05-08,UA215,DEN-BOS,MATCHED,KEEP,,United,Economy,scheduled,economy,196.8 USD,C1YCP4,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/178746a43906b4bd"",""Your United reservation for New York/Newark, NJ, US (EWR) is processing"")",unitedairlines@united.com,2021-03-27,
2021-05-26,UA286,BOS-EWR,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,166.8 USD,O0QGC8,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1785c37bb590e1c4"",""Your United reservation for New York/Newark, NJ, US (EWR) is processing"")",unitedairlines@united.com,2021-03-22,"Duplicate/superseded: you flew UA495 BOS-EWR on 2021-05-26 (in CSV, 0d away). This booking version not flown — DELETE."
2021-05-26,UA495,BOS-EWR,MATCHED,KEEP,,United,Economy,scheduled,economy,166.8 USD,O0QGC8,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1785c37bb590e1c4"",""Your United reservation for New York/Newark, NJ, US (EWR) is processing"")",unitedairlines@united.com,2021-03-22,
2021-05-27,UA1178,BOS-EWR,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,166.8 USD,O0QGC8,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1785c37bb590e1c4"",""Your United reservation for New York/Newark, NJ, US (EWR) is processing"")",unitedairlines@united.com,2021-03-22,"Duplicate/superseded: you flew UA495 BOS-EWR on 2021-05-26 (in CSV, 1d away). This booking version not flown — DELETE."
2021-05-27,TK30,EWR-IST,MATCHED,KEEP,,Turkish,Lie-flat Business,scheduled,lie_flat_business,5.6 USD + 77000 united_mileageplus,NLVH7Y,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/178523e6d9565508"",""Your United reservation for Istanbul, TR (IST) is processing"")",unitedairlines@united.com,2021-03-20,
2021-05-28,TK2010,IST-ASR,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,758.97 TRY,TESFKP,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17900ce1ad4d5adb"",""Turkish Airlines - Online Ticket - Information Message"")",onlineticket@thy.com,2021-04-24,"Schedule change (THY T56YDW); flew IST-NAV (TK2004) — same region (Cappadocia), diff airport. | Turkish TK2010 IST-ASR — you flew IST-NAV instead (airport changed)"
2021-05-28,TK2006,IST-NAV,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,90.0 TRY,TESFKP,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17900dd66d711be5"",""Turkish Airlines - Online Ticket - Information Message"")",onlineticket@thy.com,2021-04-24,"Duplicate/superseded: you flew TK2004 IST-NAV on 2021-05-31 (in CSV, 3d away). This booking version not flown — DELETE."
2021-05-31,TK2007,NAV-IST,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,839.97 TRY,T56YDW,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17900e21b88d8368"",""Turkish Airlines - Online Ticket - Information Message"")",onlineticket@thy.com,2021-04-24,"Duplicate/superseded: you flew TK2007 NAV-IST on 2021-06-03 (in CSV, 3d away). This booking version not flown — DELETE."
2021-05-31,TK2004,IST-NAV,MATCHED,KEEP,,Turkish,Economy,scheduled,economy,,TESFKP,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/179c13d743b67ea6"",""Turkish Airlines - Online Ticket - Information Message"")",onlineticket@thy.com,2021-05-31,
2021-06-03,TK2005,NAV-IST,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,324.0 TRY,T56YDW,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17901190ae46549a"",""Turkish Airlines - Online Ticket - Information Message"")",onlineticket@thy.com,2021-04-24,"Duplicate/superseded: you flew TK2007 NAV-IST on 2021-06-03 (in CSV, 0d away). This booking version not flown — DELETE."
2021-06-03,TK2007,NAV-IST,MATCHED,KEEP,,Turkish,Economy,scheduled,economy,,T56YDW,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/179a9aa2d591b5cf"",""THY Schedule Change Information T56YDW"")",noreply@thy.com,2021-05-26,
2021-06-04,LH1305,IST-FRA,MATCHED,KEEP,,Lufthansa,Economy,scheduled,economy,582.25 USD,O0JZ5E,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1785c2c1645ff612"",""Your United reservation for New York/Newark, NJ, US (EWR) is processing"")",unitedairlines@united.com,2021-03-22,
2021-06-04,UA961,FRA-EWR,MATCHED,KEEP,,United,Lie-flat Business,scheduled,lie_flat_business,582.25 USD,O0JZ5E,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1785c2c1645ff612"",""Your United reservation for New York/Newark, NJ, US (EWR) is processing"")",unitedairlines@united.com,2021-03-22,
2021-06-04,UA3433,EWR-BOS,MATCHED,KEEP,,United,Economy,scheduled,economy,166.8 USD,O0QGC8,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1785c37bb590e1c4"",""Your United reservation for New York/Newark, NJ, US (EWR) is processing"")",unitedairlines@united.com,2021-03-22,
2021-06-06,UA1112,BOS-DEN,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,724.09 USD,PX4EN5,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/178055a24ff17a07"",""Your United reservation for Denver, CO, US (DEN) is processing"")",unitedairlines@united.com,2021-03-05,"Duplicate/superseded: you flew UA267 BOS-DEN on 2021-06-06 (in CSV, 0d away). This booking version not flown — DELETE."
2021-06-06,UA267,BOS-DEN,MATCHED,KEEP,,United,Economy,scheduled,economy,724.09 USD,PX4EN5,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/178055a24ff17a07"",""Your United reservation for Denver, CO, US (DEN) is processing"")",unitedairlines@united.com,2021-03-05,
